,locus_tag,species,cluster_rep,fold
XP_003644670.1,Ecym_2100,e_cym,s_cer:NP_014417.3,0
XP_003644671.1,Ecym_2101,e_cym,XP_003644671.1,2
XP_003644672.1,Ecym_2102,e_cym,e_gos:NP_982607.1,3
XP_003644673.1,Ecym_2103,e_cym,XP_003644673.1,0
XP_003644674.1,Ecym_2104,e_cym,XP_003644674.1,3
XP_003644675.1,Ecym_2105,e_cym,XP_003644675.1,4
XP_003644676.1,Ecym_2106,e_cym,z_rou:XP_002496818.1,2
XP_003644677.1,Ecym_2107,e_cym,z_rou:XP_002496821.1,1
XP_003644678.1,Ecym_2108,e_cym,XP_003644678.1,2
XP_003644681.1,Ecym_2111,e_cym,XP_003644681.1,0
XP_003644682.1,Ecym_2112,e_cym,XP_003644682.1,4
XP_003644683.1,Ecym_2113,e_cym,XP_003644683.1,4
XP_003644684.1,Ecym_2114,e_cym,c_gla:XP_449235.1,1
XP_003644686.1,Ecym_2116,e_cym,k_afr:XP_003959439.1,1
XP_003644687.1,Ecym_2117,e_cym,XP_003644687.1,4
XP_003644688.1,Ecym_2118,e_cym,n_cas:XP_003676375.1,3
XP_003644690.1,Ecym_2120,e_cym,XP_003644690.1,2
XP_003644691.1,Ecym_2121,e_cym,XP_003644691.1,1
XP_003644692.1,Ecym_2122,e_cym,XP_003644692.1,0
XP_003644693.1,Ecym_2123,e_cym,XP_003644693.1,2
XP_003644694.1,Ecym_2124,e_cym,XP_003644694.1,1
XP_003644695.1,Ecym_2125,e_cym,XP_003644695.1,4
XP_003644699.1,Ecym_2130,e_cym,XP_003644699.1,0
XP_003644700.1,Ecym_2131,e_cym,XP_003644700.1,3
XP_003644701.1,Ecym_2132,e_cym,k_mar:XP_022675468.1,1
XP_003644704.1,Ecym_2135,e_cym,c_gla:XP_002999583.1,0
XP_003644705.1,Ecym_2136,e_cym,XP_003644705.1,1
XP_003644707.1,Ecym_2138,e_cym,XP_003644707.1,4
XP_003644708.1,Ecym_2139,e_cym,XP_003644708.1,3
XP_003644709.1,Ecym_2140,e_cym,XP_003644709.1,2
XP_003644710.1,Ecym_2141,e_cym,XP_003644710.1,1
XP_003644711.1,Ecym_2142,e_cym,XP_003644711.1,1
XP_003644712.1,Ecym_2143,e_cym,XP_003644712.1,1
XP_003644717.1,Ecym_2148,e_cym,n_dai:XP_003671915.1,1
XP_003644718.1,Ecym_2149,e_cym,XP_003644718.1,3
XP_003644719.1,Ecym_2150,e_cym,XP_003644719.1,1
XP_003644720.1,Ecym_2151,e_cym,z_rou:XP_002499269.1,2
XP_003644723.1,Ecym_2154,e_cym,c_alb:XP_721377.1,4
XP_003644724.1,Ecym_2155,e_cym,k_afr:XP_003957848.1,2
XP_003644726.1,Ecym_2157,e_cym,XP_003644726.1,1
XP_003644727.1,Ecym_2158,e_cym,k_mar:XP_022677832.1,3
XP_003644730.1,Ecym_2161,e_cym,XP_003644730.1,0
XP_003644731.1,Ecym_2162,e_cym,XP_003644731.1,3
XP_003644733.1,Ecym_2164,e_cym,XP_003644733.1,1
XP_003644734.1,Ecym_2165,e_cym,XP_003644734.1,0
XP_003644735.1,Ecym_2166,e_cym,n_dai:XP_003671907.1,1
XP_003644736.1,Ecym_2167,e_cym,XP_003644736.1,0
XP_003644740.1,Ecym_2172,e_cym,XP_003644740.1,2
XP_003644742.1,Ecym_2174,e_cym,XP_003644742.1,2
XP_003644743.1,Ecym_2175,e_cym,XP_003644743.1,3
XP_003644745.1,Ecym_2178,e_cym,XP_003644745.1,4
XP_003644746.1,Ecym_2179,e_cym,s_cer:NP_015104.1,2
XP_003644748.1,Ecym_2181,e_cym,c_dub:XP_002420996.1,1
XP_003644749.1,Ecym_2183,e_cym,XP_003644749.1,1
XP_003644750.1,Ecym_2184,e_cym,z_rou:XP_002499238.1,0
XP_003644751.1,Ecym_2185,e_cym,XP_003644751.1,0
XP_003644752.1,Ecym_2186,e_cym,XP_003644752.1,3
XP_003644754.1,Ecym_2188,e_cym,e_cym:XP_003644754.1,2
XP_003644755.1,Ecym_2189,e_cym,XP_003644755.1,3
XP_003644756.1,Ecym_2190,e_cym,n_dai:XP_003670719.1,3
XP_003644757.1,Ecym_2191,e_cym,e_gos:NP_985446.1,3
XP_003644759.1,Ecym_2193,e_cym,XP_003644759.1,4
XP_003644760.1,Ecym_2194,e_cym,XP_003644760.1,2
XP_003644762.1,Ecym_2196,e_cym,XP_003644762.1,4
XP_003644763.1,Ecym_2197,e_cym,XP_003644763.1,1
XP_003644764.1,Ecym_2198,e_cym,XP_003644764.1,0
XP_003644765.1,Ecym_2199,e_cym,XP_003644765.1,2
XP_003644768.1,Ecym_2202,e_cym,n_dai:XP_003671919.1,1
XP_003644769.1,Ecym_2203,e_cym,c_dub:XP_002418626.1,1
XP_003644770.1,Ecym_2204,e_cym,XP_003644770.1,1
XP_003644771.1,Ecym_2205,e_cym,z_rou:XP_002498377.1,1
XP_003644776.1,Ecym_2210,e_cym,XP_003644776.1,1
XP_003644777.1,Ecym_2211,e_cym,c_alb:XP_019330654.1,1
XP_003644778.1,Ecym_2212,e_cym,n_cas:XP_003676317.1,2
XP_003644779.1,Ecym_2213,e_cym,k_afr:XP_003956350.1,2
XP_003644780.1,Ecym_2214,e_cym,XP_003644780.1,1
XP_003644781.1,Ecym_2215,e_cym,XP_003644781.1,3
XP_003644783.1,Ecym_2217,e_cym,XP_003644783.1,3
XP_003644785.1,Ecym_2219,e_cym,e_gos:NP_985474.1,1
XP_003644789.1,Ecym_2223,e_cym,XP_003644789.1,0
XP_003644790.1,Ecym_2224,e_cym,XP_003644790.1,3
XP_003644792.1,Ecym_2227,e_cym,XP_003644792.1,0
XP_003644793.1,Ecym_2228,e_cym,XP_003644793.1,0
XP_003644794.1,Ecym_2230,e_cym,k_lac:XP_454816.1,1
XP_003644795.1,Ecym_2231,e_cym,XP_003644795.1,2
XP_003644796.1,Ecym_2232,e_cym,XP_003644796.1,1
XP_003644797.1,Ecym_2233,e_cym,XP_003644797.1,4
XP_003644799.1,Ecym_2235,e_cym,c_dub:XP_002420130.1,1
XP_003644800.1,Ecym_2236,e_cym,XP_003644800.1,3
XP_003644802.1,Ecym_2238,e_cym,XP_003644802.1,3
XP_003644803.1,Ecym_2239,e_cym,XP_003644803.1,4
XP_003644804.1,Ecym_2240,e_cym,XP_003644804.1,1
XP_003644806.1,Ecym_2242,e_cym,XP_003644806.1,4
XP_003644807.1,Ecym_2243,e_cym,XP_003644807.1,0
XP_003644808.1,Ecym_2244,e_cym,XP_003644808.1,3
XP_003644809.1,Ecym_2246,e_cym,k_mar:XP_022675460.1,3
XP_003644812.1,Ecym_2249,e_cym,k_mar:XP_022674740.1,0
XP_003644813.1,Ecym_2250,e_cym,XP_003644813.1,0
XP_003644814.1,Ecym_2251,e_cym,n_dai:XP_003671945.1,3
XP_003644815.1,Ecym_2252,e_cym,n_dai:XP_003670774.1,0
XP_003644816.1,Ecym_2253,e_cym,XP_003644816.1,0
XP_003644817.1,Ecym_2254,e_cym,e_gos:NP_985506.2,0
XP_003644818.1,Ecym_2255,e_cym,XP_003644818.1,0
XP_003644819.1,Ecym_2256,e_cym,n_dai:XP_003671947.1,2
XP_003644820.1,Ecym_2257,e_cym,n_dai:XP_003669805.1,1
XP_003644821.1,Ecym_2258,e_cym,e_cym:XP_003644821.1,4
XP_003644822.1,Ecym_2259,e_cym,e_cym:XP_003644822.1,4
XP_003644823.1,Ecym_2260,e_cym,e_gos:NP_985512.2,4
XP_003644824.1,Ecym_2261,e_cym,e_cym:XP_003644824.1,2
XP_003644825.1,Ecym_2262,e_cym,XP_003644825.1,4
XP_003644827.1,Ecym_2264,e_cym,XP_003644827.1,3
XP_003644828.1,Ecym_2265,e_cym,XP_003644828.1,1
XP_003644829.1,Ecym_2266,e_cym,k_lac:XP_455555.1,4
XP_003644830.1,Ecym_2267,e_cym,XP_003644830.1,3
XP_003644832.1,Ecym_2269,e_cym,XP_003644832.1,1
XP_003644833.1,Ecym_2270,e_cym,e_cym:XP_003644833.1,3
XP_003644834.1,Ecym_2271,e_cym,XP_003644834.1,0
XP_003644835.1,Ecym_2272,e_cym,XP_003644835.1,3
XP_003644836.1,Ecym_2273,e_cym,XP_003644836.1,2
XP_003644837.1,Ecym_2274,e_cym,XP_003644837.1,4
XP_003644838.1,Ecym_2275,e_cym,XP_003644838.1,1
XP_003644839.1,Ecym_2276,e_cym,XP_003644839.1,2
XP_003644841.1,Ecym_2278,e_cym,XP_003644841.1,1
XP_003644842.1,Ecym_2279,e_cym,XP_003644842.1,2
XP_003644843.1,Ecym_2281,e_cym,k_lac:XP_455570.1,0
XP_003644844.1,Ecym_2282,e_cym,XP_003644844.1,3
XP_003644846.1,Ecym_2285,e_cym,XP_003644846.1,3
XP_003644847.1,Ecym_2287,e_cym,n_dai:XP_003668943.1,0
XP_003644848.1,Ecym_2288,e_cym,XP_003644848.1,3
XP_003644850.1,Ecym_2290,e_cym,XP_003644850.1,1
XP_003644851.1,Ecym_2292,e_cym,XP_003644851.1,3
XP_003644852.1,Ecym_2293,e_cym,XP_003644852.1,3
XP_003644853.1,Ecym_2294,e_cym,s_cer:NP_012856.1,2
XP_003644855.1,Ecym_2296,e_cym,XP_003644855.1,0
XP_003644856.1,Ecym_2297,e_cym,XP_003644856.1,4
XP_003644857.1,Ecym_2298,e_cym,XP_003644857.1,3
XP_003644858.1,Ecym_2299,e_cym,XP_003644858.1,4
XP_003644863.1,Ecym_2304,e_cym,XP_003644863.1,1
XP_003644864.1,Ecym_2305,e_cym,XP_003644864.1,4
XP_003644865.1,Ecym_2306,e_cym,XP_003644865.1,0
XP_003644866.1,Ecym_2307,e_cym,XP_003644866.1,1
XP_003644869.1,Ecym_2310,e_cym,XP_003644869.1,3
XP_003644870.1,Ecym_2311,e_cym,XP_003644870.1,3
XP_003644872.1,Ecym_2313,e_cym,k_afr:XP_003956068.1,3
XP_003644873.1,Ecym_2314,e_cym,XP_003644873.1,4
XP_003644875.1,Ecym_2316,e_cym,XP_003644875.1,2
XP_003644876.1,Ecym_2317,e_cym,XP_003644876.1,4
XP_003644877.1,Ecym_2318,e_cym,XP_003644877.1,3
XP_003644878.1,Ecym_2319,e_cym,c_gla:XP_444908.1,0
XP_003644879.1,Ecym_2320,e_cym,XP_003644879.1,2
XP_003644880.1,Ecym_2321,e_cym,XP_003644880.1,2
XP_003644882.1,Ecym_2326,e_cym,XP_003644882.1,1
XP_003644883.1,Ecym_2327,e_cym,XP_003644883.1,3
XP_003644884.1,Ecym_2328,e_cym,XP_003644884.1,1
XP_003644885.1,Ecym_2329,e_cym,XP_003644885.1,0
XP_003644886.1,Ecym_2330,e_cym,XP_003644886.1,2
XP_003644888.1,Ecym_2332,e_cym,XP_003644888.1,1
XP_003644890.1,Ecym_2334,e_cym,k_mar:XP_022676562.1,4
XP_003644891.1,Ecym_2335,e_cym,XP_003644891.1,0
XP_003644893.1,Ecym_2340,e_cym,z_rou:XP_002498828.1,0
XP_003644894.1,Ecym_2341,e_cym,c_dub:XP_002422272.1,2
XP_003644896.1,Ecym_2344,e_cym,XP_003644896.1,2
XP_003644898.1,Ecym_2346,e_cym,e_cym:XP_003644898.1,0
XP_003644900.1,Ecym_2349,e_cym,XP_003644900.1,0
XP_003644901.1,Ecym_2350,e_cym,XP_003644901.1,4
XP_003644902.1,Ecym_2351,e_cym,XP_003644902.1,1
XP_003644903.1,Ecym_2352,e_cym,c_tro:XP_002545935.1,3
XP_003644904.1,Ecym_2353,e_cym,k_afr:XP_003955655.1,0
XP_003644905.1,Ecym_2354,e_cym,XP_003644905.1,4
XP_003644906.1,Ecym_2355,e_cym,XP_003644906.1,0
XP_003644907.1,Ecym_2356,e_cym,XP_003644907.1,3
XP_003644908.1,Ecym_2357,e_cym,XP_003644908.1,1
XP_003644910.1,Ecym_2359,e_cym,XP_003644910.1,0
XP_003644912.1,Ecym_2361,e_cym,s_cer:NP_014905.1,2
XP_003644913.1,Ecym_2362,e_cym,n_dai:XP_003672548.1,2
XP_003644914.1,Ecym_2363,e_cym,XP_003644914.1,1
XP_003644915.1,Ecym_2365,e_cym,z_rou:XP_002497719.1,1
XP_003644916.1,Ecym_2366,e_cym,XP_003644916.1,1
XP_003644917.1,Ecym_2367,e_cym,k_afr:XP_003954969.1,4
XP_003644919.1,Ecym_2369,e_cym,e_cym:XP_003644919.1,4
XP_003644920.1,Ecym_2370,e_cym,XP_003644920.1,4
XP_003644921.1,Ecym_2371,e_cym,k_mar:XP_022675590.1,1
XP_003644923.1,Ecym_2373,e_cym,XP_003644923.1,4
XP_003644924.1,Ecym_2374,e_cym,XP_003644924.1,2
XP_003644925.1,Ecym_2375,e_cym,XP_003644925.1,4
XP_003644927.1,Ecym_2377,e_cym,XP_003644927.1,4
XP_003644928.1,Ecym_2378,e_cym,XP_003644928.1,1
XP_003644929.1,Ecym_2379,e_cym,XP_003644929.1,0
XP_003644930.1,Ecym_2380,e_cym,XP_003644930.1,2
XP_003644931.1,Ecym_2381,e_cym,XP_003644931.1,4
XP_003644932.1,Ecym_2382,e_cym,XP_003644932.1,2
XP_003644936.1,Ecym_2386,e_cym,XP_003644936.1,4
XP_003644938.1,Ecym_2388,e_cym,XP_003644938.1,4
XP_003644939.1,Ecym_2389,e_cym,n_cas:XP_003674586.1,4
XP_003644940.1,Ecym_2390,e_cym,XP_003644940.1,2
XP_003644941.1,Ecym_2391,e_cym,XP_003644941.1,2
XP_003644943.1,Ecym_2393,e_cym,XP_003644943.1,2
XP_003644945.1,Ecym_2395,e_cym,XP_003644945.1,4
XP_003644946.1,Ecym_2396,e_cym,XP_003644946.1,4
XP_003644947.1,Ecym_2397,e_cym,XP_003644947.1,2
XP_003644948.1,Ecym_2398,e_cym,XP_003644948.1,3
XP_003644949.1,Ecym_2399,e_cym,XP_003644949.1,3
XP_003644950.1,Ecym_2400,e_cym,k_nag:XP_022465558.1,2
XP_003644951.1,Ecym_2401,e_cym,XP_003644951.1,2
XP_003644952.1,Ecym_2402,e_cym,XP_003644952.1,2
XP_003644954.1,Ecym_2404,e_cym,XP_003644954.1,0
XP_003644955.1,Ecym_2405,e_cym,XP_003644955.1,0
XP_003644959.1,Ecym_2410,e_cym,XP_003644959.1,4
XP_003644960.1,Ecym_2411,e_cym,XP_003644960.1,3
XP_003644961.1,Ecym_2412,e_cym,XP_003644961.1,2
XP_003644962.1,Ecym_2413,e_cym,XP_003644962.1,2
XP_003644963.1,Ecym_2414,e_cym,XP_003644963.1,0
XP_003644965.1,Ecym_2416,e_cym,XP_003644965.1,2
XP_003644966.1,Ecym_2417,e_cym,s_cer:NP_011541.1,1
XP_003644967.1,Ecym_2418,e_cym,XP_003644967.1,3
XP_003644968.1,Ecym_2419,e_cym,k_nag:XP_022464377.1,0
XP_003644970.1,Ecym_2421,e_cym,c_alb:XP_720354.1,1
XP_003644972.1,Ecym_2424,e_cym,XP_003644972.1,2
XP_003644974.1,Ecym_2426,e_cym,k_mar:XP_022676685.1,1
XP_003644975.1,Ecym_2428,e_cym,e_gos:NP_982966.2,1
XP_003644976.1,Ecym_2429,e_cym,XP_003644976.1,0
XP_003644978.1,Ecym_2431,e_cym,XP_003644978.1,2
XP_003644980.1,Ecym_2433,e_cym,XP_003644980.1,1
XP_003644981.1,Ecym_2434,e_cym,XP_003644981.1,2
XP_003644982.1,Ecym_2435,e_cym,XP_003644982.1,1
XP_003644983.1,Ecym_2436,e_cym,n_cas:XP_003674174.1,0
XP_003644985.1,Ecym_2438,e_cym,XP_003644985.1,1
XP_003644986.1,Ecym_2439,e_cym,e_cym:XP_003644986.1,1
XP_003644987.1,Ecym_2440,e_cym,XP_003644987.1,3
XP_003644988.1,Ecym_2441,e_cym,XP_003644988.1,4
XP_003644989.1,Ecym_2442,e_cym,XP_003644989.1,3
XP_003644990.1,Ecym_2443,e_cym,s_cer:NP_012920.1,2
XP_003644991.1,Ecym_2445,e_cym,z_rou:XP_002495015.1,3
XP_003644992.1,Ecym_2446,e_cym,e_gos:NP_982948.1,4
XP_003644993.1,Ecym_2447,e_cym,c_gla:XP_448871.1,1
XP_003644994.1,Ecym_2448,e_cym,n_dai:XP_003672637.1,1
XP_003644995.1,Ecym_2450,e_cym,e_cym:XP_003644995.1,4
XP_003644996.1,Ecym_2451,e_cym,XP_003644996.1,4
XP_003644997.1,Ecym_2452,e_cym,c_tro:XP_002545846.1,1
XP_003644998.1,Ecym_2453,e_cym,XP_003644998.1,1
XP_003644999.1,Ecym_2455,e_cym,XP_003644999.1,2
XP_003645001.1,Ecym_2457,e_cym,XP_003645001.1,4
XP_003645002.1,Ecym_2458,e_cym,XP_003645002.1,2
XP_003645004.1,Ecym_2460,e_cym,e_cym:XP_003645004.1,2
XP_003645005.1,Ecym_2462,e_cym,XP_003645005.1,1
XP_003645007.1,Ecym_2464,e_cym,XP_003645007.1,1
XP_003645008.1,Ecym_2465,e_cym,XP_003645008.1,4
XP_003645009.1,Ecym_2466,e_cym,XP_003645009.1,1
XP_003645011.1,Ecym_2468,e_cym,XP_003645011.1,2
XP_003645012.1,Ecym_2469,e_cym,XP_003645012.1,1
XP_003645013.1,Ecym_2471,e_cym,XP_003645013.1,3
XP_003645014.1,Ecym_2472,e_cym,XP_003645014.1,2
XP_003645015.1,Ecym_2473,e_cym,XP_003645015.1,1
XP_003645016.1,Ecym_2475,e_cym,e_cym:XP_003645016.1,4
XP_003645019.1,Ecym_2479,e_cym,c_dub:XP_002420248.1,3
XP_003645020.1,Ecym_2480,e_cym,XP_003645020.1,4
XP_003645021.1,Ecym_2481,e_cym,XP_003645021.1,2
XP_003645022.1,Ecym_2482,e_cym,XP_003645022.1,2
XP_003645025.1,Ecym_2485,e_cym,XP_003645025.1,1
XP_003645026.1,Ecym_2486,e_cym,XP_003645026.1,1
XP_003645027.1,Ecym_2488,e_cym,XP_003645027.1,4
XP_003645029.1,Ecym_2490,e_cym,XP_003645029.1,2
XP_003645031.1,Ecym_2492,e_cym,XP_003645031.1,1
XP_003645032.1,Ecym_2493,e_cym,XP_003645032.1,2
XP_003645034.1,Ecym_2495,e_cym,XP_003645034.1,1
XP_003645035.1,Ecym_2496,e_cym,XP_003645035.1,3
XP_003645036.1,Ecym_2497,e_cym,XP_003645036.1,4
XP_003645037.1,Ecym_2498,e_cym,k_nag:XP_022466313.1,2
XP_003645038.1,Ecym_2499,e_cym,XP_003645038.1,1
XP_003645039.1,Ecym_2500,e_cym,s_cer:NP_014429.3,1
XP_003645040.1,Ecym_2501,e_cym,n_dai:XP_003672657.1,1
XP_003645041.1,Ecym_2502,e_cym,XP_003645041.1,1
XP_003645042.1,Ecym_2503,e_cym,n_cas:XP_003676404.1,4
XP_003645043.1,Ecym_2505,e_cym,XP_003645043.1,0
XP_003645044.1,Ecym_2506,e_cym,XP_003645044.1,0
XP_003645045.1,Ecym_2507,e_cym,XP_003645045.1,1
XP_003645047.1,Ecym_2509,e_cym,XP_003645047.1,1
XP_003645048.1,Ecym_2510,e_cym,XP_003645048.1,2
XP_003645049.1,Ecym_2511,e_cym,k_mar:XP_022674721.1,2
XP_003645050.1,Ecym_2512,e_cym,XP_003645050.1,1
XP_003645051.1,Ecym_2513,e_cym,e_gos:NP_986443.1,1
XP_003645052.1,Ecym_2514,e_cym,XP_003645052.1,1
XP_003645053.1,Ecym_2515,e_cym,XP_003645053.1,4
XP_003645054.1,Ecym_2516,e_cym,XP_003645054.1,1
XP_003645055.1,Ecym_2517,e_cym,XP_003645055.1,3
XP_003645058.1,Ecym_2520,e_cym,XP_003645058.1,0
XP_003645059.1,Ecym_2521,e_cym,XP_003645059.1,3
XP_003645061.1,Ecym_2523,e_cym,XP_003645061.1,0
XP_003645062.1,Ecym_2524,e_cym,XP_003645062.1,0
XP_003645063.1,Ecym_2525,e_cym,XP_003645063.1,4
XP_003645064.1,Ecym_2526,e_cym,XP_003645064.1,1
XP_003645065.1,Ecym_2527,e_cym,XP_003645065.1,0
XP_003645067.1,Ecym_2529,e_cym,XP_003645067.1,0
XP_003645068.1,Ecym_2530,e_cym,XP_003645068.1,3
XP_003645069.1,Ecym_2531,e_cym,n_dai:XP_003670377.1,2
XP_003645072.1,Ecym_2535,e_cym,e_cym:XP_003645072.1,2
XP_003645073.1,Ecym_2536,e_cym,XP_003645073.1,2
XP_003645075.1,Ecym_2538,e_cym,XP_003645075.1,1
XP_003645076.1,Ecym_2539,e_cym,XP_003645076.1,3
XP_003645077.1,Ecym_2540,e_cym,XP_003645077.1,1
XP_003645078.1,Ecym_2541,e_cym,XP_003645078.1,3
XP_003645080.1,Ecym_2543,e_cym,XP_003645080.1,3
XP_003645081.1,Ecym_2544,e_cym,XP_003645081.1,1
XP_003645082.1,Ecym_2545,e_cym,XP_003645082.1,3
XP_003645083.1,Ecym_2546,e_cym,XP_003645083.1,1
XP_003645084.1,Ecym_2547,e_cym,c_alb:XP_718818.1,2
XP_003645085.1,Ecym_2548,e_cym,XP_003645085.1,2
XP_003645087.1,Ecym_2550,e_cym,XP_003645087.1,3
XP_003645088.1,Ecym_2551,e_cym,XP_003645088.1,4
XP_003645089.1,Ecym_2552,e_cym,XP_003645089.1,1
XP_003645091.1,Ecym_2554,e_cym,XP_003645091.1,0
XP_003645093.1,Ecym_2557,e_cym,k_lac:XP_451974.2,4
XP_003645094.1,Ecym_2558,e_cym,XP_003645094.1,0
XP_003645095.1,Ecym_2559,e_cym,XP_003645095.1,4
XP_003645100.1,Ecym_2565,e_cym,XP_003645100.1,0
XP_003645101.1,Ecym_2566,e_cym,c_alb:XP_713486.1,2
XP_003645102.1,Ecym_2568,e_cym,XP_003645102.1,0
XP_003645105.1,Ecym_2571,e_cym,XP_003645105.1,1
XP_003645106.1,Ecym_2572,e_cym,XP_003645106.1,3
XP_003645107.1,Ecym_2574,e_cym,XP_003645107.1,1
XP_003645108.1,Ecym_2575,e_cym,c_alb:XP_721821.1,3
XP_003645110.1,Ecym_2577,e_cym,XP_003645110.1,2
XP_003645111.1,Ecym_2578,e_cym,XP_003645111.1,4
XP_003645112.1,Ecym_2579,e_cym,XP_003645112.1,4
XP_003645114.1,Ecym_2581,e_cym,XP_003645114.1,2
XP_003645115.1,Ecym_2582,e_cym,XP_003645115.1,0
XP_003645116.1,Ecym_2583,e_cym,XP_003645116.1,1
XP_003645117.1,Ecym_2585,e_cym,XP_003645117.1,4
XP_003645118.1,Ecym_2586,e_cym,k_nag:XP_022462730.1,4
XP_003645119.1,Ecym_2587,e_cym,z_rou:XP_002499333.1,3
XP_003645121.1,Ecym_2589,e_cym,XP_003645121.1,0
XP_003645122.1,Ecym_2590,e_cym,XP_003645122.1,1
XP_003645123.1,Ecym_2591,e_cym,XP_003645123.1,0
XP_003645124.1,Ecym_2592,e_cym,e_gos:NP_985818.2,3
XP_003645125.1,Ecym_2594,e_cym,XP_003645125.1,4
XP_003645126.1,Ecym_2595,e_cym,XP_003645126.1,4
XP_003645127.1,Ecym_2596,e_cym,XP_003645127.1,2
XP_003645128.1,Ecym_2597,e_cym,XP_003645128.1,1
XP_003645129.1,Ecym_2598,e_cym,XP_003645129.1,3
XP_003645130.1,Ecym_2600,e_cym,XP_003645130.1,3
XP_003645132.1,Ecym_2602,e_cym,XP_003645132.1,4
XP_003645133.1,Ecym_2603,e_cym,e_gos:NP_984601.2,2
XP_003645134.1,Ecym_2604,e_cym,XP_003645134.1,3
XP_003645135.1,Ecym_2605,e_cym,XP_003645135.1,2
XP_003645136.1,Ecym_2606,e_cym,XP_003645136.1,3
XP_003645137.1,Ecym_2607,e_cym,XP_003645137.1,1
XP_003645138.1,Ecym_2608,e_cym,XP_003645138.1,1
XP_003645139.1,Ecym_2609,e_cym,k_mar:XP_022674663.1,1
XP_003645140.1,Ecym_2610,e_cym,XP_003645140.1,3
XP_003645143.1,Ecym_2613,e_cym,n_cas:XP_003674082.1,2
XP_003645144.1,Ecym_2614,e_cym,k_afr:XP_003957204.1,0
XP_003645145.1,Ecym_2615,e_cym,XP_003645145.1,2
XP_003645146.1,Ecym_2616,e_cym,XP_003645146.1,0
XP_003645147.1,Ecym_2617,e_cym,k_nag:XP_022462654.1,3
XP_003645149.1,Ecym_2619,e_cym,s_cer:NP_015432.1,2
XP_003645150.1,Ecym_2620,e_cym,XP_003645150.1,2
XP_003645151.1,Ecym_2621,e_cym,s_cer:NP_014657.1,0
XP_003645152.1,Ecym_2622,e_cym,XP_003645152.1,0
XP_003645153.1,Ecym_2623,e_cym,XP_003645153.1,0
XP_003645154.1,Ecym_2624,e_cym,XP_003645154.1,3
XP_003645155.1,Ecym_2625,e_cym,XP_003645155.1,4
XP_003645156.1,Ecym_2626,e_cym,XP_003645156.1,4
XP_003645157.1,Ecym_2627,e_cym,XP_003645157.1,0
XP_003645159.1,Ecym_2629,e_cym,s_cer:NP_009390.1,1
XP_003645160.1,Ecym_2631,e_cym,e_cym:XP_003645160.1,1
XP_003645161.1,Ecym_2632,e_cym,XP_003645161.1,0
XP_003645162.1,Ecym_2633,e_cym,XP_003645162.1,1
XP_003645163.1,Ecym_2634,e_cym,XP_003645163.1,2
XP_003645165.1,Ecym_2636,e_cym,XP_003645165.1,0
XP_003645166.1,Ecym_2637,e_cym,XP_003645166.1,2
XP_003645167.1,Ecym_2638,e_cym,e_gos:NP_983681.1,1
XP_003645169.1,Ecym_2640,e_cym,XP_003645169.1,3
XP_003645172.1,Ecym_2643,e_cym,XP_003645172.1,2
XP_003645173.1,Ecym_2644,e_cym,XP_003645173.1,2
XP_003645174.1,Ecym_2645,e_cym,XP_003645174.1,2
XP_003645175.1,Ecym_2647,e_cym,XP_003645175.1,2
XP_003645176.1,Ecym_2648,e_cym,XP_003645176.1,1
XP_003645180.1,Ecym_2652,e_cym,n_dai:XP_003667961.1,3
XP_003645181.1,Ecym_2653,e_cym,XP_003645181.1,0
XP_003645186.1,Ecym_2658,e_cym,XP_003645186.1,1
XP_003645187.1,Ecym_2659,e_cym,XP_003645187.1,2
XP_003645188.1,Ecym_2660,e_cym,e_cym:XP_003645188.1,4
XP_003645189.1,Ecym_2662,e_cym,XP_003645189.1,3
XP_003645190.1,Ecym_2663,e_cym,XP_003645190.1,1
XP_003645191.1,Ecym_2664,e_cym,XP_003645191.1,4
XP_003645192.1,Ecym_2665,e_cym,XP_003645192.1,0
XP_003645193.1,Ecym_2666,e_cym,n_dai:XP_003667954.1,1
XP_003645194.1,Ecym_2667,e_cym,XP_003645194.1,3
XP_003645196.1,Ecym_2669,e_cym,n_dai:XP_003667951.1,4
XP_003645197.1,Ecym_2670,e_cym,XP_003645197.1,1
XP_003645198.1,Ecym_2671,e_cym,XP_003645198.1,4
XP_003645202.1,Ecym_2675,e_cym,XP_003645202.1,0
XP_003645203.1,Ecym_2676,e_cym,k_nag:XP_022465772.1,4
XP_003645204.1,Ecym_2677,e_cym,XP_003645204.1,2
XP_003645205.1,Ecym_2678,e_cym,XP_003645205.1,2
XP_003645206.1,Ecym_2679,e_cym,XP_003645206.1,2
XP_003645207.1,Ecym_2680,e_cym,XP_003645207.1,2
XP_003645209.1,Ecym_2682,e_cym,XP_003645209.1,2
XP_003645210.1,Ecym_2683,e_cym,c_gla:XP_002999550.1,1
XP_003645213.1,Ecym_2686,e_cym,XP_003645213.1,1
XP_003645214.1,Ecym_2688,e_cym,XP_003645214.1,3
XP_003645215.1,Ecym_2689,e_cym,k_lac:XP_002999402.1,3
XP_003645216.1,Ecym_2690,e_cym,k_mar:XP_022674414.1,0
XP_003645217.1,Ecym_2691,e_cym,XP_003645217.1,4
XP_003645219.1,Ecym_2693,e_cym,XP_003645219.1,3
XP_003645220.1,Ecym_2694,e_cym,XP_003645220.1,2
XP_003645221.1,Ecym_2695,e_cym,XP_003645221.1,2
